movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score
The City of Your Final Destination,52,2010-04-16,537692.64,2010-04-16,114.0,PG-13,Drama / Thriller,Screen Media,,,9047000.0,26.0,"Anthony Hopkins,Laura Linney",,,,4,2010,1.09,20680.4861538,67093946.5545
The Company,73,2003-12-25,2946249.06,2003-12-25,112.0,PG-13,Drama,Sony Classics,Robert Altman,"John Sloss, ,(executive),John Wells, ,((executive))",19350000.0,55.0,"Neve Campbell,Malcolm McDowell,James Franco",,Andrew Dunn,,12,2003,1.29,53568.1647273,191531324.56
The Company Men,69,2011-01-21,4707748.32,2011-01-21,105.0,R,Drama,Weinstein Company,John Wells,John Wells,15900000.0,277.0,"Ben Affleck,Tommy Lee Jones,Kevin Costner,Maria Bello,Chris Cooper,Craig T. Nelson,Rosemarie DeWitt",John Wells,Roger Deakins,Aaron Zigman,1,2011,1.06,16995.4812996,153886653.018
The Conjuring,68,2013-07-19,140148143.82,2013-07-19,112.0,R,Horror,Warner Bros. (New Line),James Wan,"Rob Cowan,Tony DeRosa-Grund,Peter Safran",20400000.0,3115.0,"Vera Farmiga,Patrick Wilson,Lili Taylor,Ron Livingston,Joey King","Carey Hayes,Chad Hayes",,Joseph Bishara,7,2013,1.02,44991.3784334,108027555.545
The Constant Gardener,82,2005-08-31,40967352.34,2005-08-31,129.0,R,Thriller,Focus Features,Fernando Meirelles,,30500000.0,1387.0,"Ralph Fiennes,Rachel Weisz",Jeffrey Caine,,Alberto Iglesias,8,2005,1.22,29536.6635472,100722630.6
The Contender,59,2000-10-13,24664357.74,2000-10-13,127.0,R,Drama / Thriller,DreamWorks,Rod Lurie,,27600000.0,1639.0,"Gary Oldman,Joan Allen,Jeff Bridges,Christian Slater,Sam Elliott",,,,10,2000,1.38,15048.4183893,56372464.3333
The Core,48,2003-03-28,40231095.84,2003-03-28,136.0,PG-13,Action Drama,Paramount,,Sean Bailey,77400000.0,3019.0,"Aaron Eckhart,Hilary Swank,Stanley Tucci",,John Lindley,Christopher Young,3,2003,1.29,13325.9674859,70526222.44
The Corruptor,56,1999-03-12,21685223.56,1999-03-12,100.0,R,Action / Crime,New Line,James Foley,"Dan Halsted,Jay Stern, ,(executive)",35750000.0,1804.0,"Mark Wahlberg,Brian Cox*",,,Carter Burwell,3,1999,1.43,12020.6339024,54528778.5
The Counselor,48,2013-10-25,17313189.3,2013-10-25,117.0,R,Thriller,Fox,Ridley Scott,"Cormac McCarthy ,(executive),Ridley Scott,Nick Wechsler",25500000.0,3044.0,"Dean Norris,Michael Fassbender,Penelope Cruz,Cameron Diaz,Javier Bardem,Brad Pitt",Cormac McCarthy,Dariusz Wolski,Daniel Pemberton,10,2013,1.02,5687.64431669,202180179.49
The Count of Monte Cristo,61,2002-01-25,71588961.84,2002-01-25,131.0,PG-13,Period Adventure,Buena Vista,Kevin Reynolds,"Gary Barber,Roger Birnbaum,Jonathan Glickman",46200000.0,2211.0,"James Caviezel,Guy Pearce,Henry Cavill",,"Andrew Dunn, ,(director of photography)",Ed Shearmur,1,2002,1.32,32378.5444776,40607326.11
The Country Bears,37,2002-07-26,22427889.0,2002-07-26,88.0,G,Family Comedy,Buena Vista,,Jeffrey Chernov,46200000.0,2553.0,"Queen Latifah,Christopher Walken",,,Christopher Young,7,2002,1.32,8784.91539365,54759462.6822
The Crazies,55,2010-02-26,42644712.01,2010-02-26,101.0,R,Horror,Overture Films,Breck Eisner,"Rob Cowan,Jeff Skoll, ,(executive)",21800000.0,2479.0,"Timothy Olyphant,Radha Mitchell,Danielle Panabaker",,,Mark Isham,2,2010,1.09,17202.3848366,60640811.7333
The Crew,37,2000-08-25,17971843.5,2000-08-25,88.0,PG-13,Crime Comedy,Buena Vista,,Barry Sonnenfeld,52440000.0,1515.0,Carrie-Anne Moss,,,,8,2000,1.38,11862.6029703,245216299.9
The Croods,55,2013-03-22,190911793.5,2013-03-22,98.0,PG,Animation,Fox,,"Kristine Belson,Jane Hartwell",137700000.0,4065.0,"Nicolas Cage, ,(Voice),Emma Stone, ,(Voice),Ryan Reynolds, ,(Voice),Catherine Keener ,(Voice),Cloris Leachman ,(Voice),Clark Duke, ,(Voice)","Kirk De Micco,Chris Sanders",,Alan Silvestri,3,2013,1.02,46964.7708487,157822982.481
The Curious Case of Benjamin Button,70,2008-12-25,141535351.86,2008-12-25,168.0,PG-13,Fantasy Drama,Paramount,David Fincher,"Cean Chaffin,Kathleen Kennedy,Frank Marshall",166500000.0,2988.0,"Brad Pitt,Cate Blanchett,Tilda Swinton,Elle Fanning,Julia Ormond,Taraji P. Henson,Jared Harris","Eric Roth,F. Scott Fitzgerald ,(story),Robin Swicord ,(story)",,Alexandre Desplat,12,2008,1.11,47367.9223092,161915105.922
The Curse of the Jade Scorpion,52,2001-08-24,10073035.94,2001-08-24,102.0,PG-13,Comedy Thriller,DreamWorks,Woody Allen,,44220000.0,909.0,"Woody Allen,Helen Hunt,Charlize Theron",Woody Allen,,,8,2001,1.34,11081.4476788,171540854.973
The Da Vinci Code,46,2006-05-19,256692642.84,2006-05-19,149.0,PG-13,Thriller,Sony / Columbia,Ron Howard,"Brian Grazer,Ron Howard",147500000.0,3757.0,"Tom Hanks,Audrey Tautou,Ian McKellen,Paul Bettany,Jean Reno,Alfred Molina",Akiva Goldsman,,Hans Zimmer,5,2006,1.18,68323.8336013,265658869.807
The Darjeeling Limited,67,2007-09-29,13688122.25,2007-09-29,91.0,R,Comedy,Fox Searchlight,Wes Anderson,"Steven M. Rales, ,(executive),Scott Rudin,Lydia Pilcher,Wes Anderson,Roman Coppola",18400000.0,698.0,"Owen Wilson,Adrien Brody,Jason Schwartzman","Wes Anderson,Jason Schwartzman,Roman Coppola",,,9,2007,1.15,19610.4903295,101210070.032
The Dark Knight,82,2008-07-18,592013347.38,2008-07-18,150.0,PG-13,Action / Adventure,Warner Bros.,Christopher Nolan,"Christopher Nolan,Emma Thomas,Thomas Tull, ,(executive)",205350000.0,4366.0,"Christian Bale,Heath Ledger,Aaron Eckhart,Morgan Freeman,Michael Caine,Gary Oldman,Maggie Gyllenhaal,Eric Roberts,Michael Jai White*,William Fichtner*,Cillian Murphy*","David S. Goyer, ,(story),Christopher Nolan,Jonathan Nolan",Wally Pfister,"James Newton Howard,Hans Zimmer",7,2008,1.11,135596.277458,134988125.707
The Dark Knight Rises,78,2012-07-20,466064662.96,2012-07-20,165.0,PG-13,Action Thriller,Warner Bros.,Christopher Nolan,"Christopher Nolan,Charles Roven,Emma Thomas,Thomas Tull, ,(executive)",260000000.0,4404.0,"Christian Bale,Michael Caine,Anne Hathaway,Tom Hardy,Gary Oldman,Marion Cotillard,Joseph Gordon-Levitt,Morgan Freeman,Matthew Modine,Juno Temple*,Cillian Murphy*,Liam Neeson*,Joey King*","David S. Goyer, ,(story),Christopher Nolan,Jonathan Nolan",Wally Pfister,Hans Zimmer,7,2012,1.04,105827.580145,300977618.553
The Darkest Hour,16,2011-12-25,22730103.64,2011-12-25,89.0,PG-13,Sci-Fi Thriller,Summit Entertainment,Chris Gorak,"Timur Bekmambetov,Arnon Milchan, ,(executive),Hutch Parker, ,(executive)",31800000.0,2327.0,"Emile Hirsch,Olivia Thirlby,Rachel Taylor,Max Minghella,Joel Kinnaman","Leslie Bohem, ,(story),Jon Spaihts",,Tyler Bates,12,2011,1.06,9767.98609368,105689336.46
The Day After Tomorrow,47,2004-05-28,235293406.74,2004-05-28,124.0,PG-13,Action Drama,Fox,Roland Emmerich,Mark Gordon,157500000.0,3444.0,"Ian Holm,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum",,,Harald Kloser,5,2004,1.26,68319.8045122,178699508.555
The Debt,65,2011-08-31,33048200.88,2011-08-31,113.0,R,Drama / Thriller,Focus Features,John Madden,Matthew Vaughn,21200000.0,1874.0,"Sam Worthington,Helen Mirren,Ciaran Hinds,Tom Wilkinson,Jessica Chastain,Marton Csokas,Jesper Christensen","Jane Goldman,Peter Straughan,Matthew Vaughn",,Thomas Newman,8,2011,1.06,17635.1125293,109805454.523
The Deep End,78,2001-08-08,11822966.06,2001-08-10,101.0,R,Drama / Thriller,Fox Searchlight,,,4020000.0,412.0,"Tilda Swinton,Goran Visnjic,Josh Lucas",,,,8,2001,1.34,28696.5195631,54903337.26
The Deep End of the Ocean,45,1999-03-12,19875068.07,1999-03-12,109.0,PG-13,Drama,Sony / Columbia,,,54340000.0,1907.0,"Michelle Pfeiffer,Alexa Vega*",Stephen Schiff,,Elmer Bernstein,3,1999,1.43,10422.1646932,241721524.0
The Departed,86,2006-10-06,156213491.7,2006-10-06,150.0,R,Crime Drama,Warner Bros.,Martin Scorsese,"Doug Davison, ,(executive),Roy Lee, ,(executive),Graham King,Brad Pitt,Martin Scorsese,Brad Grey,Gianni Nunnari, ,(executive)",106200000.0,3017.0,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin,James Badge Dale*",William Monahan,Michael Ballhaus,Howard Shore,10,2006,1.18,51777.7566125,217292263.32
The Devil Wears Prada,62,2006-06-30,147193742.8,2006-06-30,106.0,PG-13,Comedy,Fox,David Frankel,"Karen Rosenfelt, ,(executive)",41300000.0,2882.0,"Meryl Streep,Anne Hathaway,Emily Blunt,Stanley Tucci,Adrien Grenier,Simon Baker",Aline Brosh McKenna,,Theodore Shapiro,6,2006,1.18,51073.4707842,98789740.785
The Devil's Own,53,1997-03-26,42868348.0,1997-03-28,111.0,R,Drama / Thriller,Sony / Columbia,Alan J. Pakula,"Lawrence Gordon,Lloyd Levin, ,(executive producer)",90000000.0,2504.0,"Harrison Ford,Brad Pitt,Julia Stiles*",,,James Horner,3,1997,1.0,17119.9472843,179746776.111
The Dictator,58,2012-05-16,62036230.88,2012-05-16,83.0,R,Comedy,Paramount,Larry Charles,"Alec Berg,Sacha Baron Cohen,David Mandel,Scott Rudin,Jeff Schaffer",67600000.0,3014.0,"Sacha Baron Cohen,Anna Faris,Ben Kingsley,John C. Reilly*,Megan Fox*","Alec Berg,Sacha Baron Cohen,David Mandel,Jeff Schaffer",,Erran Baron Cohen,5,2012,1.04,20582.6910683,146793438.438
The Dilemma,46,2011-01-14,51383807.4,2011-01-14,118.0,PG-13,Comedy,Universal,Ron Howard,"Brian Grazer,Ron Howard,Vince Vaughn",74200000.0,2943.0,"Vince Vaughn,Kevin James,Jennifer Connelly,Winona Ryder,Channing Tatum,Queen Latifah",Allan Loeb,,Hans Zimmer,1,2011,1.06,17459.6695209,174016879.205
The Divergent Series: Insurgent,42,2015-03-20,130179072.0,2015-03-20,119.0,PG-13,Action / Adventure,Lionsgate/Summit,Robert Schwentke,"Neil Burger, ,(executive),Lucy Fisher,David Hoberman, ,(executive),Douglas Wick",110000000.0,3875.0,"Shailene Woodley,Theo James,Kate Winslet,Octavia Spencer,Jai Courtney,Ray Stevenson,Miles Teller,Ansel Elgort,Maggie Q,Mekhi Phifer,Naomi Watts","Mark Bomback,Brian Duffield,Akiva Goldsman",,,3,2015,1.0,33594.5992258,139289223.725
The Door in the Floor,67,2004-07-14,4856826.24,2004-07-14,111.0,R,Drama,Focus Features,Tod Williams,Ted Hope,9450000.0,134.0,"Seu Jorge,Jeff Bridges,Kim Basinger","Tod Williams, ,(screenplay),John Irving ,(novel)",,Marcelo Zarvos,7,2004,1.26,36244.9719403,85946374.7333
The Drop,69,2014-09-12,10831632.89,2014-09-12,106.0,R,Crime Drama,Fox Searchlight,Michael Roskam,"Peter Chernin,Dylan Clark",12726000.0,1192.0,"Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts",Dennis Lehane,,Marco Beltrami,9,2014,1.01,9086.94034396,182699259.986
The DUFF,56,2015-02-20,34030343.0,2015-02-20,101.0,PG-13,Comedy,Lionsgate,Ari Sandel,McG,8500000.0,2622.0,Bella Thorne,Josh A. Cagan,,,2,2015,1.0,12978.773074,57190623.295
The Dukes of Hazzard,33,2005-08-05,97929676.94,2005-08-05,106.0,PG-13,Action Comedy,Warner Bros.,Jay Chandrasekhar,"Bill Gerber,Dana Goldberg, ,(executive)",61000000.0,3785.0,"Johnny Knoxville,Seann William Scott,Jessica Simpson,Burt Reynolds",,Larry Sher,,8,2005,1.22,25873.0982668,113512749.04
The Eclipse,67,2010-03-26,145417.99,2010-03-26,88.0,R,Romance,Magnolia,,,3270000.0,12.0,"Ciaran Hinds,Aidan Quinn",,,,3,2010,1.09,12118.1658333,62930013.2133
The Emperor's Club,49,2002-11-22,18636751.32,2002-11-22,109.0,PG-13,Drama,Universal,Michael Hoffman,"Marc Abraham,Sean Bailey, ,(executive),Sidney Kimmel, ,(executive),Eric Newman, ,(executive)",16500000.0,811.0,"Kevin Kline,Paul Dano,Jesse Eisenberg",,,James Newton Howard,11,2002,1.32,22979.9646363,67643677.5825
The Emperor's New Groove,70,2000-12-15,123237708.06,2000-12-15,78.0,G,Animation,Buena Vista,,"Don Hahn, ,(executive)",138000000.0,2887.0,"David Spade*, ,(Voice)",David Reynolds,,John Debney,12,2000,1.38,42687.1174437,146047621.004
The End of the Affair,65,1999-12-03,15483776.88,1999-12-03,102.0,R,Romance,Sony / Columbia,Neil Jordan,,32890000.0,688.0,"Ralph Fiennes,Julianne Moore",,,Michael Nyman,12,1999,1.43,22505.4896512,51521605.75
The English Patient,87,1996-11-15,78676425.0,1996-11-15,162.0,R,Romance,Miramax,Anthony Minghella,,27000000.0,1409.0,"Ralph Fiennes,Willem Dafoe,Colin Firth",,,Gabriel Yared,11,1996,1.0,55838.484741,57926094.0
The Equalizer,57,2014-09-26,102546045.38,2014-09-26,128.0,R,Thriller,Sony / Columbia,Antoine Fuqua,"Todd Black,Jason Blumenthal,Tony Eldridge,Steve Tisch,Denzel Washington,Richard Wenk",55550000.0,3236.0,"Denzel Washington,Chloe Moretz,Marton Csokas,Bill Pullman,Melissa Leo",Richard Wenk,,Harry Gregson-Williams,9,2014,1.01,31689.1363968,206851598.0
The Exorcism of Emily Rose,46,2005-09-09,91588393.88,2005-09-09,114.0,PG-13,Horror,Sony / Screen Gems,Scott Derrickson,"Paul Harris Boardman,Beau Flynn,Gary Lucchesi,Tom Rosenberg,Tripp Vinson,Julie Yorn, ,(executive)",23180000.0,3045.0,"Laura Linney,Tom Wilkinson,Jennifer Carpenter","Paul Harris Boardman,Scott Derrickson",,Christopher Young,9,2005,1.22,30078.2902726,70623051.6267
The Expendables 2,51,2012-08-17,88429319.68,2012-08-17,102.0,R,Action,Lionsgate,Simon West,,104000000.0,3355.0,"Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,Chuck Norris,Jean-Claude Van Damme,Bruce Willis,Arnold Schwarzenegger,Terry Crews,Randy Couture,Liam Hemsworth","Sylvester Stallone,Richard Wenk",,Brian Tyler,8,2012,1.04,26357.4723338,193900003.993
The Express,58,2008-10-10,10870680.66,2008-10-10,129.0,PG,Sports Drama,Universal,Gary Fleder,John Davis,44400000.0,2810.0,"Chadwick Boseman*,Dennis Quaid,Rob Brown,Nelsan Ellis","Scott Williams,Jeffrey Lieber,Charles Leavitt,John Lee Hancock",Kramer Morgenthau,Mark Isham,10,2008,1.11,3868.56962989,55477560.7267
The Faculty,61,1998-12-25,40283321.0,1998-12-25,117.0,R,Horror,Miramax,Robert Rodriguez,,15000000.0,2365.0,"Elijah Wood,Josh Hartnett,Famke Janssen",Kevin Williamson,,Marco Beltrami,12,1998,1.0,17033.1167019,55041738.0
The Family Man,42,2000-12-22,104594760.9,2000-12-22,126.0,PG-13,Fantasy Comedy,Universal,Brett Ratner,,82800000.0,2441.0,"Nicolas Cage,Tea Leoni,Don Cheadle",,Dante Spinotti,Danny Elfman,12,2000,1.38,42849.1441622,67483319.156
The Family Stone,56,2005-12-16,73276698.96,2005-12-16,102.0,PG-13,Romantic Comedy,Fox,Thomas Bezucha,Michael London,21960000.0,2469.0,"Claire Danes,Diane Keaton,Rachel McAdams,Dermot Mulroney,Craig T. Nelson,Sarah Jessica Parker,Luke Wilson",Thomas Bezucha,,Michael Giacchino,12,2005,1.22,29678.695407,188889710.76
The Fast and the Furious,58,2001-06-22,193675459.5,2001-06-22,106.0,PG-13,Action,Universal,Rob Cohen,"Neal H. Moritz,John Pogue",50920000.0,2899.0,"Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster",David Ayer,,,6,2001,1.34,66807.6783374,98037473.4
The Fifth Estate,49,2013-10-18,3320108.16,2013-10-18,124.0,R,Drama,Buena Vista,Bill Condon,"Steve Golin,Paul Green ,(executive),Jeff Skoll, ,(executive)",28560000.0,1769.0,"Benedict Cumberbatch,Daniel Bruhl,Stanley Tucci,Carice van Houten,Anthony Mackie,Laura Linney,David Thewlis,Dan Stevens",Josh Singer,,Carter Burwell,10,2013,1.02,1876.82767665,115932269.41
The Fighting Temptations,53,2003-09-19,39023461.05,2003-09-19,123.0,PG-13,Music Drama,Paramount,,,38700000.0,2026.0,"Cuba Gooding, Jr.,Beyonce Knowles",Elizabeth Hunter,,"Michael Kamen*, ,(Additional Music)",9,2003,1.29,19261.3331935,281566413.48
The Five-Year Engagement,62,2012-04-27,29988949.12,2012-04-27,124.0,R,Comedy,Universal,Nick Stoller,"Judd Apatow,Rodney Rothman,Jason Segel, ,(executive),Nick Stoller",31200000.0,2941.0,"Jason Segel,Emily Blunt,Rhys Ifans,Chris Pratt,Alison Brie,Kevin Hart*","Jason Segel,Nick Stoller",,,4,2012,1.04,10196.8545121,111990597.922
The Flintstones,38,1994-05-27,130531208.0,1994-05-27,91.0,PG,Family Comedy,Universal,,"Kathleen Kennedy, ,(executive),Gerald R. Molen, ,(executive),Steven Spielberg, ,(executive),Colin Wilson, ,(co-producer)",46000000.0,2594.0,"John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan,Halle Berry,Elizabeth Taylor,Mary-Kate Olsen*",,,,5,1994,1.0,50320.4348497,107533928.0
The Forgotten,43,2004-09-24,84588221.34,2004-09-24,89.0,PG-13,Sci-Fi Thriller,Sony (Revolution),Joseph Ruben,Joe Roth,52920000.0,3144.0,Julianne Moore,Gerald Di Pego,Anastas N.  Michos,James Horner,9,2004,1.26,26904.6505534,51480176.604
The Fountain,51,2006-11-22,11969931.8,2006-11-22,96.0,PG-13,Sci-Fi Fantasy,Warner Bros.,Darren Aronofsky,"Arnon Milchan,Nick Wechsler, ,(executive)",41300000.0,1472.0,"Hugh Jackman,Rachel Weisz,Ellen Burstyn",Darren Aronofsky,,Clint Mansell,11,2006,1.18,8131.74714674,158339663.596
The Four Feathers,49,2002-09-20,24164139.12,2002-09-20,125.0,PG-13,War Drama,Paramount,,,46200000.0,2187.0,"Heath Ledger,Wes Bentley,Kate Hudson,Michael Sheen",Hossein Amini,,James Horner,9,2002,1.32,11048.9890809,82175276.375
The Gambler,55,2014-12-25,34017801.92,2014-12-25,111.0,R,Crime Drama,Paramount,Rupert Wyatt,"Robert Chartoff,Stephen Levinson,Mark Wahlberg,Irwin Winkler",25250000.0,2494.0,"Mark Wahlberg,Brie Larson,John Goodman,Jessica Lange",William Monahan,,"Jon Brion,Theo Green",12,2014,1.01,13639.8564234,153607295.6
The Game of Their Lives,47,2005-04-22,458415.0,2005-04-22,101.0,PG,Sports Drama,IFC,,,24400000.0,64.0,"Gerard Butler,Wes Bentley,Patrick Stewart",,,William Ross,4,2005,1.22,7162.734375,139462663.52
The General's Daughter,47,1999-06-18,146869368.36,1999-06-18,117.0,R,Thriller,Paramount,Simon West,,135850000.0,2858.0,John Travolta,Christopher Bertolini,,Carter Burwell,6,1999,1.43,51388.8622673,70024477.0
The Giver,47,2014-08-15,45541277.74,2014-08-15,91.0,PG-13,Fantasy Drama,Weinstein Company,Phillip Noyce,"Scooter Braun, ,(executive),Jeff Bridges,Nikki Silver,Ralph Winter, ,(executive)",25250000.0,3003.0,"Jeff Bridges,Meryl Streep,Brenton Thwaites,Alexander Skarsgrd,Katie Holmes,Taylor Swift","Michael Mitnick,Robert B. Weide",,Marco Beltrami,8,2014,1.01,15165.2606527,222591720.0
The Glass House,34,2001-09-14,24321347.06,2001-09-14,111.0,PG-13,Thriller,Sony / Columbia,,Neal H. Moritz,40200000.0,1601.0,"Leelee Sobieski,Diane Lane,Stellan Skarsgard,January Jones*",,,Christopher Young,9,2001,1.34,15191.3473204,60435840.0714
The Golden Compass,51,2007-12-07,80623887.2,2007-12-07,113.0,PG-13,Fantasy,New Line,Chris Weitz,,207000000.0,3528.0,"Nicole Kidman,Daniel Craig,Eva Green,Sam Elliott,Ian McKellen, ,(Voice),Freddie Highmore*, ,(Voice)",Chris Weitz,,Alexandre Desplat,12,2007,1.15,22852.575737,246915792.961
The Good Girl,71,2002-08-07,18504150.72,2002-08-07,93.0,R,Romance,Fox Searchlight,Miguel Arteta,,10560000.0,688.0,"Jennifer Aniston,Jake Gyllenhaal,Zooey Deschanel,John C. Reilly,Tim Blake Nelson",Mike White,,,8,2002,1.32,26895.567907,79449274.16
The Good Guy,47,2010-02-19,109749.92,2010-02-19,90.0,R,Romantic Comedy,Roadside Attractions,,,10900000.0,9.0,"Alexis Bledel,Colin Egglesfield",,,tomandandy,2,2010,1.09,12194.4355556,48292297.23
The Good Thief,68,2003-04-02,4537958.13,2003-04-02,109.0,R,Crime,Fox Searchlight,Neil Jordan,John Wells,38700000.0,222.0,"Ralph Fiennes*, ,(Cameo)",,,Elliot Goldenthal,4,2003,1.29,20441.2528378,101413188.0
"The Goods: Live Hard, Sell Hard",39,2009-08-14,16786170.36,2009-08-14,89.0,R,Comedy,Paramount Vantage,,"Chris Henchy,Adam McKay",11100000.0,1849.0,"Jeremy Piven,Ving Rhames,James Brolin,Ed Helms,Ken Jeong,Rob Riggle",,,Lyle Workman,8,2009,1.11,9078.51290427,307827978.33
The Gospel,46,2005-10-07,19249345.44,2005-10-07,93.0,PG,Music Drama,Sony / Screen Gems,Rob Hardy,Will Packer,4880000.0,983.0,"Boris Kodjoe,Idris Elba",Rob Hardy,,,10,2005,1.22,19582.2435809,36120336.12
The Grand Budapest Hotel,88,2014-03-07,59894337.24,2014-03-07,100.0,R,Comedy,Fox Searchlight,Wes Anderson,"Wes Anderson,Steven M. Rales,Scott Rudin",25250000.0,1467.0,"Mathieu Amalric,Ralph Fiennes,Adrien Brody,Willem Dafoe,Jeff Goldblum,Jude Law,Bill Murray,Edward Norton,Saoirse Ronan,Jason Schwartzman,Tilda Swinton,Tom Wilkinson,Owen Wilson,Lea Seydoux,Harvey Keitel",Wes Anderson,,Alexandre Desplat,3,2014,1.01,40827.7690798,141093922.44
The Great New Wonderful,57,2006-06-23,177167.56,2006-06-23,87.0,R,Comedy,First Independent Pictures,,,590000.0,8.0,Maggie Gyllenhaal,,,,6,2006,1.18,22145.945,37590648.0267
The Great Raid,48,2005-08-12,12404195.06,2005-08-12,132.0,R,War,Miramax,John Dahl,Lawrence Bender,97600000.0,920.0,"Sam Worthington,Benjamin Bratt,James Franco","Carlo Bernard,Doug Miro",,Trevor Rabin,8,2005,1.22,13482.8207174,209651672.448
The Green Hornet,39,2011-01-14,104706844.52,2011-01-14,108.0,PG-13,Action / Adventure,Sony / Columbia,Michel Gondry,"Evan Goldberg, ,(executive),Michael Grillo, ,(executive),Neal H. Moritz,Seth Rogen, ,(executive)",127200000.0,3584.0,"Seth Rogen,Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,Edward James Olmos,Jamie Harris,Edward Furlong*,James Franco*, ,(Cameo),Analeigh Tipton*","Evan Goldberg,Seth Rogen",,James Newton Howard,1,2011,1.06,29215.0793862,150580426.648
The Green Mile,61,1999-12-10,195625964.82,1999-12-10,188.0,R,Period Drama,Warner Bros.,Frank Darabont,"Frank Darabont,David Valdes",85800000.0,2875.0,"Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,James Cromwell,Sam Rockwell,Barry Pepper,Patricia Clarkson,Harry Dean Stanton",Frank Darabont,,Thomas Newman,12,1999,1.43,68043.8138504,216540909.0
The Grey,64,2012-01-27,53643445.44,2012-01-27,117.0,R,Action Drama,Open Road Films,Joe Carnahan,"Joe Carnahan,Ridley Scott,Tony Scott",26000000.0,3208.0,"Liam Neeson,Dermot Mulroney,James Badge Dale,Frank Grillo","Joe Carnahan,Ian Mackenzie Jeffers",,Marc Streitenfeld,1,2012,1.04,16721.7722693,112996585.181
The Grudge,49,2004-10-22,139052796.12,2004-10-22,96.0,PG-13,Horror,Sony / Columbia,,"Doug Davison, ,(executive),Roy Lee, ,(executive),Sam Raimi",12600000.0,3348.0,Sarah Michelle Gellar,,,Christopher Young,10,2004,1.26,41533.0932258,91203000.64
The Grudge 2,33,2006-10-13,46189730.02,2006-10-13,95.0,PG-13,Horror,Sony / Columbia,,"Doug Davison, ,(executive),Roy Lee, ,(executive),Sam Raimi",23600000.0,3214.0,"Amber Tamblyn,Sarah Michelle Gellar,Sarah Roemer,Teresa Palmer,Jenna Dewan-Tatum*",,,Christopher Young,10,2006,1.18,14371.4156876,100772959.736
The Guard,78,2011-07-29,5681890.44,2011-07-29,96.0,R,Comedy Thriller,Sony Classics,John Michael McDonagh,"Martin McDonagh ,(executive)",6360000.0,203.0,"Brendan Gleeson,Don Cheadle,Mark Strong",John Michael McDonagh,,,7,2011,1.06,27989.6080788,100405622.775
The Guilt Trip,50,2012-12-19,38619583.6,2012-12-19,95.0,PG-13,Comedy,Paramount,Anne Fletcher,"David Ellison, ,(executive),Dan Fogelman, ,(executive),Evan Goldberg, ,(executive),Lorne Michaels,Seth Rogen, ,(executive),Paul Schwake, ,(executive),Barbra Streisand, ,(executive)",41600000.0,2431.0,"Barbra Streisand,Seth Rogen,Adam Scott,Yvonne Strahovski,Colin Hanks*,Ari Graynor*",Dan Fogelman,,Christophe Beck,12,2012,1.04,15886.2951872,256833567.8
The Gunman,39,2015-03-20,10664749.0,2015-03-20,115.0,R,Thriller,Open Road Films,Pierre Morel,"Sean Penn,Joel Silver",40000000.0,2816.0,"Mark Rylance,Sean Penn,Javier Bardem,Idris Elba,Ray Winstone","Don Macpherson,Pete Travis",,,3,2015,1.0,3787.1977983,152298043.403
The Hangover,73,2009-06-05,307827978.33,2009-06-05,96.0,R,Comedy,Warner Bros.,Todd Phillips,"Chris Bender, ,(executive),Scott Budnick, ,(executive),Jon Jashni, ,(executive),Todd Phillips,J.C. Spink, ,(executive),Thomas Tull, ,(executive)",38850000.0,3545.0,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Heather Graham,Jeffrey Tambor,Ken Jeong,Rachael Harris,Rob Riggle*","Jon Lucas,Scott Moore",Larry Sher,Christophe Beck,6,2009,1.11,86834.4085557,143206072.545
The Hangover Part II,44,2011-05-26,269732163.3,2011-05-26,102.0,R,Comedy,Warner Bros.,Todd Phillips,"Scott Budnick, ,(executive),Jon Jashni, ,(executive),Todd Phillips,J.C. Spink, ,(executive),Thomas Tull, ,(executive)",84800000.0,3675.0,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Ken Jeong,Paul Giamatti,Mike Tyson,Jeffrey Tambor,Jamie Chung","Scot Armstrong,Craig Mazin,Todd Phillips",Larry Sher,Christophe Beck,5,2011,1.06,73396.5070204,159589010.127
